ID,Name,Concepticon_ID,Concepticon_Gloss,Number
1_body,body,,,1
2_head,head,,,2
3_eye,eye,,,3
4_earhole,earhole,,,4
5_hairfeather,hair/feather,,,5
6_mouth,mouth,,,6
7_lip,lip,,,7
8_beard,beard,,,8
9_tongue,tongue,,,9
10_nose,nose,,,10
11_bone,bone,,,11
12_back,back,,,12
14_breast,breast,,,14
15_chest,chest,,,15
16_heart,heart,,,16
17_liver,liver,,,17
18_blood,blood,,,18
19_flesh,flesh,,,19
20_veins,Veins,,,20
21_buttocks,buttocks,,,21
22_leg,leg,,,22
23_thigh,thigh,,,23
24_knee,knee,,,24
25_shin,shin,,,25
26_foot,foot,,,26
27_arm,arm,,,27
28_elbow,elbow,,,28
29_hand,hand,,,29
30_neck,neck,,,30
31_skin,skin,,,31
32_navel,navel,,,32
33_tail,tail,,,33
34_wing,wing,,,34
35_egg,egg,,,35
36_feces,feces,,,36
37_fart,fart,,,37
38_urine,urine,,,38
39_fat,fat,,,39
40_name,name,,,40
41_house,house,,,41
42_village,village,,,42
43_nest,nest,,,43
44_path,path,,,44
45_path2,path2,,,45
46_bow,bow,,,46
47_arrow,arrow,,,47
48_rope,rope,,,48
49_canoe,canoe,,,49
50_raft,raft,,,50
51_person,person,,,51
52_spiritsoul,spirit/soul,,,52
53_man,man,,,53
54_woman,woman,,,54
55_father,father,,,55
56_father2,father2,,,56
57_mother,mother,,,57
58_mother2,mother2,,,58
59_son,son,,,59
60_daughter,daughter,,,60
61_grandson,grandson,,,61
62_granddaughter,granddaughter,,,62
63_fatherinlaw,father-in-law,,,63
64_motherinlaw,mother-in-law,,,64
65_nephewniece,nephew/niece,,,65
66_youngerbrother,younger brother,,,66
67_youngersister,younger sister,,,67
68_grandmother,grandmother,,,68
69_grandfather,grandfather,,,69
70_pet,pet,,,70
71_pacarodentsp,paca (rodent sp.),,,71
72_capybara,capybara,,,72
73_rat,rat,,,73
74_agouti,agouti,,,74
75_coati,coati,,,75
76_peccarysp1,peccary (sp.)1,,,76
77_peccarysp2,peccary (sp.)2,,,77
78_anteater,anteater,,,78
79_tapir,tapir,,,79
80_capuchinmonkey,Capuchin monkey,,,80
81_howlermonkey,howler monkey>,,,81
82_sloth,sloth,,,82
83_snake,snake,,,83
84_boa,boa,,,84
85_alligator,alligator,,,85
86_turtle,turtle,,,86
87_ant,ant,,,87
88_isulaantsp,isula (ant sp.),,,88
89_termite,termite,,,89
90_wasp,wasp,,,90
91_mosquito,mosquito,,,91
92_beehoney,bee/honey,,,92
93_fly,fly,,,93
94_butterfly,butterfly,,,94
95_cockroach,cockroach,,,95
96_spider,spider,,,96
97_scorpion,scorpion,,,97
98_tick,tick,,,98
99_louse,louse,,,99
100_worm1,worm1,,,100
101_worm2,worm2,,,101
102_fishgeneric,fish (generic),,,102
103_piranafishsp,piraña (fish sp.),,,103
104_crab,crab,,,104
105_bat,bat,,,105
106_birdsp1,bird (sp.)1,,,106
107_birdsp2,bird (sp.)2,,,107
108_birdsp3,bird (sp.)3,,,108
109_hummingbird,hummingbird,,,109
110_duck,duck,,,110
111_eagle,eagle,,,111
112_owl,owl,,,112
113_tree,tree,,,113
114_palmsp,palm (sp.),,,114
